S.L No,CustomerID,Gender,Location,Transaction_ID,Transaction_Date,Product_SKU,Product_Description,Product_Category,Quantity,Avg_Price,Delivery_Charges,GST,Offline_Spend,Online_Spend,Month,Discount_pct
36528,16722,F,New Jersey,25050,7-Apr-19,GGOEGAEC033113,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,1,24.99,16.85,0.18,2500,2719.46,4,10
36529,16722,F,New Jersey,25050,7-Apr-19,GGOEGAEJ035313,Google Vintage Henley Grey/Black,Apparel,1,29.99,16.85,0.18,2500,2719.46,4,10
36530,16722,F,New Jersey,25050,7-Apr-19,GGOEGAFB035813,Google Men's  Zip Hoodie,Apparel,1,55.99,16.85,0.18,2500,2719.46,4,10
36531,16722,F,New Jersey,25052,7-Apr-19,GGOEGADB056616,Men's Weatherblock Shell Jacket Black,Apparel,1,52.07,6.5,0.18,2500,2719.46,4,10
36532,16722,F,New Jersey,25053,7-Apr-19,GGOEGAWC062849,Google Infant Zip Hood Royal Blue,Apparel,1,30.39,6.5,0.18,2500,2719.46,4,10
36533,16722,F,New Jersey,25053,7-Apr-19,GGOEGAWH061348,Google Onesie Green,Apparel,1,19.19,6.5,0.18,2500,2719.46,4,10
36534,16722,F,New Jersey,25055,7-Apr-19,GGOEGHPB071610,Google Twill Cap,Apparel,1,10.99,6.5,0.18,2500,2719.46,4,10
36535,16722,F,New Jersey,25056,7-Apr-19,GGOEAAAB034914,Android BTTF Moonshot Graphic Tee,Apparel,1,15.99,6.5,0.18,2500,2719.46,4,10
36536,16722,F,New Jersey,25056,7-Apr-19,GGOEAAXC066429,Android Toddler Short Sleeve T-shirt Aqua,Apparel,1,13.59,6.5,0.18,2500,2719.46,4,10
36537,16722,F,New Jersey,25056,7-Apr-19,GGOEGAWH061350,Google Onesie Green,Apparel,1,19.19,6.5,0.18,2500,2719.46,4,10
36538,16722,F,New Jersey,25058,7-Apr-19,GGOEGAAB010514,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1,13.59,6.5,0.18,2500,2719.46,4,10
36539,16722,F,New Jersey,25058,7-Apr-19,GGOEGAAL010614,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1,13.59,6.5,0.18,2500,2719.46,4,10
36540,16722,F,New Jersey,25058,7-Apr-19,GGOEGHPB071610,Google Twill Cap,Apparel,1,8.79,6.5,0.18,2500,2719.46,4,10
36541,13267,M,California,24995,7-Apr-19,GGOEAAYJ068824,Android Youth Short Sleeve T-shirt Pewter,Apparel,1,15.19,6.5,0.18,2500,2719.46,4,10
36542,13267,M,California,24995,7-Apr-19,GGOEGAXC065255,Google Toddler Short Sleeve T-shirt Royal Blue,Apparel,1,13.59,6.5,0.18,2500,2719.46,4,10
36543,13267,M,California,24995,7-Apr-19,GGOEGHPB071610,Google Twill Cap,Apparel,1,8.79,6.5,0.18,2500,2719.46,4,10
36544,13649,F,California,24989,7-Apr-19,GGOEGAAJ080713,Google Men's Around The Block Short Sleeve Tee Ash,Apparel,1,11.19,6.5,0.18,2500,2719.46,4,10
36545,13649,F,California,24989,7-Apr-19,GGOEGALL060013,Google Women's Short Sleeve Performance Tee Navy,Apparel,1,12.31,6.5,0.18,2500,2719.46,4,10
36546,17894,F,California,24992,7-Apr-19,GGOEAAAB034914,Android BTTF Moonshot Graphic Tee,Apparel,1,15.99,6.5,0.18,2500,2719.46,4,10
36547,17894,F,California,24993,7-Apr-19,GGOEGAAQ033916,Google Men's Vintage Badge Tee White,Apparel,1,10.63,6.5,0.18,2500,2719.46,4,10
36548,17894,F,California,24993,7-Apr-19,GGOEGAEB031516,Google 3/4 Sleeve Raglan Badge Henley Black,Apparel,1,16.23,6.5,0.18,2500,2719.46,4,10
36549,17894,F,California,24993,7-Apr-19,GGOEGAEJ031316,Google Tri-blend Hoodie Grey,Apparel,1,31.99,6.5,0.18,2500,2719.46,4,10
36550,13077,F,New York,24997,7-Apr-19,GGOEGAAJ032614,Google Men's Short Sleeve Badge Tee Charcoal,Apparel,1,18.99,6.5,0.18,2500,2719.46,4,10
36551,13077,F,New York,24997,7-Apr-19,GGOEGALP036315,Google Women's Long Sleeve Tee Lavender,Apparel,1,23.99,6.5,0.18,2500,2719.46,4,10
36552,13077,F,New York,25005,7-Apr-19,GGOEGALB059913,Google Women's Short Sleeve Performance Tee Black,Apparel,20,15.39,6.5,0.18,2500,2719.46,4,10
36553,13077,F,New York,25005,7-Apr-19,GGOEGALB059914,Google Women's Short Sleeve Performance Tee Black,Apparel,14,15.39,6.5,0.18,2500,2719.46,4,10
36554,13077,F,New York,25005,7-Apr-19,GGOEGALB059915,Google Women's Short Sleeve Performance Tee Black,Apparel,28,15.39,6.5,0.18,2500,2719.46,4,10
36555,13115,F,Chicago,25005,7-Apr-19,GGOEGALB059916,Google Women's Short Sleeve Performance Tee Black,Apparel,8,15.39,6.5,0.18,2500,2719.46,4,10
36556,13531,F,New Jersey,25005,7-Apr-19,GGOEGALB059917,Google Women's Short Sleeve Performance Tee Black,Apparel,3,15.39,6.5,0.18,2500,2719.46,4,10
36557,13531,F,New Jersey,25005,7-Apr-19,GGOEGALL060013,Google Women's Short Sleeve Performance Tee Navy,Apparel,34,15.39,6.5,0.18,2500,2719.46,4,10
36558,13531,F,New Jersey,25005,7-Apr-19,GGOEGALL060014,Google Women's Short Sleeve Performance Tee Navy,Apparel,22,15.39,6.5,0.18,2500,2719.46,4,10
36559,13531,F,New Jersey,25005,7-Apr-19,GGOEGALL060015,Google Women's Short Sleeve Performance Tee Navy,Apparel,12,15.39,6.5,0.18,2500,2719.46,4,10
36560,13531,F,New Jersey,25005,7-Apr-19,GGOEGALL060016,Google Women's Short Sleeve Performance Tee Navy,Apparel,8,15.39,6.5,0.18,2500,2719.46,4,10
36561,13531,F,New Jersey,25005,7-Apr-19,GGOEGALL060017,Google Women's Short Sleeve Performance Tee Navy,Apparel,4,15.39,6.5,0.18,2500,2719.46,4,10
36562,13531,F,New Jersey,25005,7-Apr-19,GGOEGAUB058312,Google Women's Performance Polo Grey/Black,Apparel,5,62.99,6.5,0.18,2500,2719.46,4,10
36563,13531,F,New Jersey,25005,7-Apr-19,GGOEGAUB058313,Google Women's Performance Polo Grey/Black,Apparel,13,62.99,6.5,0.18,2500,2719.46,4,10
36564,13531,F,New Jersey,25005,7-Apr-19,GGOEGAUB058314,Google Women's Performance Polo Grey/Black,Apparel,22,62.99,6.5,0.18,2500,2719.46,4,10
36565,13531,F,New Jersey,25005,7-Apr-19,GGOEGAUB058315,Google Women's Performance Polo Grey/Black,Apparel,17,62.99,6.5,0.18,2500,2719.46,4,10
36566,13531,F,New Jersey,25005,7-Apr-19,GGOEGAUB058316,Google Women's Performance Polo Grey/Black,Apparel,11,62.99,6.5,0.18,2500,2719.46,4,10
36567,13531,F,New Jersey,25005,7-Apr-19,GGOEGAUB058317,Google Women's Performance Polo Grey/Black,Apparel,3,62.99,6.5,0.18,2500,2719.46,4,10
36568,13140,M,New York,25016,7-Apr-19,GGOEGAAJ080614,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1,15.99,19.02,0.18,2500,2719.46,4,10
36569,13140,M,New York,25016,7-Apr-19,GGOEGAEJ031315,Google Tri-blend Hoodie Grey,Apparel,1,31.99,19.02,0.18,2500,2719.46,4,10
36570,13140,M,New York,25016,7-Apr-19,GGOEGALJ036414,Google Women's Tee Grey,Apparel,1,19.19,19.02,0.18,2500,2719.46,4,10
36571,13140,M,New York,25016,7-Apr-19,GGOEGAQB036013,Google Women's Fleece Hoodie,Apparel,1,44.79,19.02,0.18,2500,2719.46,4,10
36572,13140,M,New York,25016,7-Apr-19,GGOEGAWC061253,Google Onesie Royal Blue,Apparel,1,13.43,19.02,0.18,2500,2719.46,4,10
36573,13140,M,New York,25016,7-Apr-19,GGOEGAWQ062248,Google Infant Short Sleeve Tee White,Apparel,1,13.59,19.02,0.18,2500,2719.46,4,10
36574,13140,M,New York,25016,7-Apr-19,GGOEGAXC065230,Google Toddler Short Sleeve T-shirt Royal Blue,Apparel,2,13.59,19.02,0.18,2500,2719.46,4,10
36575,13140,M,New York,25016,7-Apr-19,GGOEGAXL065955,Google Toddler Raglan Shirt Blue Heather/Navy,Apparel,1,19.19,19.02,0.18,2500,2719.46,4,10
36576,13140,M,New York,25016,7-Apr-19,GGOEGAYB068056,Google Youth Baseball Raglan Heather/Black,Apparel,2,19.99,19.02,0.18,2500,2719.46,4,10
36577,13140,M,New York,25016,7-Apr-19,GGOEYAWJ061453,YouTube Onesie Heather,Apparel,1,19.19,19.02,0.18,2500,2719.46,4,10
36578,13140,M,New York,25017,7-Apr-19,GGOEGAEA030413,Google Womens 3/4 Sleeve Baseball Raglan Heather/Black,Apparel,1,15.99,6.5,0.18,2500,2719.46,4,10
36579,13140,M,New York,25018,7-Apr-19,GGOEGATB060416,Google Women's Quilted Insulated Vest Black,Apparel,1,59.99,6.5,0.18,2500,2719.46,4,10
36580,15713,M,California,25021,7-Apr-19,GGOEGAXJ065755,Google Toddler 1/4 Zip Fleece Pewter,Apparel,1,37.99,6.5,0.18,2500,2719.46,4,10
36581,15713,M,California,25021,7-Apr-19,GGOEGAYQ068924,Google Youth Girl Hoodie,Apparel,1,30.79,6.5,0.18,2500,2719.46,4,10
36582,15713,M,California,25021,7-Apr-19,GGOEGAYQ069024,Google Youth Short Sleeve Tee White,Apparel,2,18.99,6.5,0.18,2500,2719.46,4,10
36583,15713,M,California,25021,7-Apr-19,GGOEGAYQ069056,Google Youth Short Sleeve Tee White,Apparel,1,18.99,6.5,0.18,2500,2719.46,4,10
36584,15713,M,California,25024,7-Apr-19,GGOEAAAB034915,Android BTTF Moonshot Graphic Tee,Apparel,1,15.99,6.5,0.18,2500,2719.46,4,10
36585,17999,F,New Jersey,25029,7-Apr-19,GGOEGAAB058915,Google Men's Short Sleeve Performance Badge Tee Black,Apparel,1,21.99,6.5,0.18,2500,2719.46,4,10
36586,17999,F,New Jersey,25029,7-Apr-19,GGOEGAAJ032615,Google Men's Short Sleeve Badge Tee Charcoal,Apparel,1,18.99,6.5,0.18,2500,2719.46,4,10
36587,17999,F,New Jersey,25032,7-Apr-19,GGOEGAEJ031314,Google Tri-blend Hoodie Grey,Apparel,1,31.99,6.5,0.18,2500,2719.46,4,10
36588,17999,F,New Jersey,25033,7-Apr-19,GGOEGAAJ032815,Google Men's Long & Lean Tee Charcoal,Apparel,1,11.19,6.5,0.18,2500,2719.46,4,10
36589,17999,F,New Jersey,25033,7-Apr-19,GGOEGAAJ080614,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1,15.99,6.5,0.18,2500,2719.46,4,10
36590,17999,F,New Jersey,25033,7-Apr-19,GGOEGADJ059714,Google Men's Quilted Insulated Vest Battleship Grey,Apparel,1,41.99,6.5,0.18,2500,2719.46,4,10
36591,17999,F,New Jersey,25033,7-Apr-19,GGOEGALB034115,Google Women's Vintage Hero Tee Black,Apparel,1,10.63,6.5,0.18,2500,2719.46,4,10
36592,17999,F,New Jersey,25033,7-Apr-19,GGOEGAXJ065530,Google Toddler Short Sleeve T-shirt Grey,Apparel,2,9.51,6.5,0.18,2500,2719.46,4,10
36593,17999,F,New Jersey,25033,7-Apr-19,GGOEGHPB071610,Google Twill Cap,Apparel,1,8.79,6.5,0.18,2500,2719.46,4,10
36594,17999,F,New Jersey,25035,7-Apr-19,GGOEYAAB031813,YouTube Men's Short Sleeve Hero Tee Black,Apparel,1,16.99,6.5,0.18,2500,2719.46,4,10
36595,17999,F,New Jersey,25035,7-Apr-19,GGOEYAFB073113,YouTube Men's Fleece Hoodie Black,Apparel,1,55.99,6.5,0.18,2500,2719.46,4,10
36596,17999,F,New Jersey,25036,7-Apr-19,GGOEGAAJ059113,Google Men's Short Sleeve Performance Badge Tee Pewter,Apparel,2,12.31,6.5,0.18,2500,2719.46,4,10
36597,17999,F,New Jersey,25040,7-Apr-19,GGOEGAQB036013,Google Women's Fleece Hoodie,Apparel,2,44.79,15.75,0.18,2500,2719.46,4,10
36598,17999,F,New Jersey,25043,7-Apr-19,GGOEAAWC061648,Android Onesie Baby Blue,Apparel,2,16.79,6.5,0.18,2500,2719.46,4,10
36599,17999,F,New Jersey,25043,7-Apr-19,GGOEAAWC061649,Android Onesie Baby Blue,Apparel,13,16.79,6.5,0.18,2500,2719.46,4,10
36600,17999,F,New Jersey,25043,7-Apr-19,GGOEAAWC061650,Android Onesie Baby Blue,Apparel,3,16.79,6.5,0.18,2500,2719.46,4,10
36601,17999,F,New Jersey,25043,7-Apr-19,GGOEAAWC061653,Android Onesie Baby Blue,Apparel,15,16.79,6.5,0.18,2500,2719.46,4,10
36602,17999,F,New Jersey,25043,7-Apr-19,GGOEAAWC061654,Android Onesie Baby Blue,Apparel,4,16.79,6.5,0.18,2500,2719.46,4,10
36603,17999,F,New Jersey,25043,7-Apr-19,GGOEAAWH061548,Android Onesie Sprout Green,Apparel,19,16.79,6.5,0.18,2500,2719.46,4,10
36604,17999,F,New Jersey,25043,7-Apr-19,GGOEAAWH061549,Android Onesie Sprout Green,Apparel,3,16.79,6.5,0.18,2500,2719.46,4,10
36605,17999,F,New Jersey,25043,7-Apr-19,GGOEAAWH061550,Android Onesie Sprout Green,Apparel,2,16.79,6.5,0.18,2500,2719.46,4,10
36606,17999,F,New Jersey,25043,7-Apr-19,GGOEAAWH061553,Android Onesie Sprout Green,Apparel,29,16.79,6.5,0.18,2500,2719.46,4,10
36607,17999,F,New Jersey,25043,7-Apr-19,GGOEAAWH061554,Android Onesie Sprout Green,Apparel,4,16.79,6.5,0.18,2500,2719.46,4,10
36608,17999,F,New Jersey,25043,7-Apr-19,GGOEGAWC061248,Google Onesie Royal Blue,Apparel,14,16.79,6.5,0.18,2500,2719.46,4,10
36609,15347,M,California,25044,7-Apr-19,GGOEYAAB031816,YouTube Men's Short Sleeve Hero Tee Black,Apparel,1,16.99,6.5,0.18,2500,2719.46,4,10
36610,15347,M,California,25046,7-Apr-19,GGOEAAAJ031915,Android Men's Short Sleeve Hero Tee Heather,Apparel,1,10.63,6.5,0.18,2500,2719.46,4,10
36611,15347,M,California,25046,7-Apr-19,GGOEGAAB010515,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1,13.59,6.5,0.18,2500,2719.46,4,10
36612,15347,M,California,25046,7-Apr-19,GGOEGAAC032115,Google Men's Short Sleeve Hero Tee Light Blue,Apparel,1,15.19,6.5,0.18,2500,2719.46,4,10
36613,15347,M,California,25046,7-Apr-19,GGOEGAAJ032315,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,1,15.19,6.5,0.18,2500,2719.46,4,10
36614,17340,F,California,25066,7-Apr-19,GGOEGADJ056814,Google Men's Watershed Full Zip Hoodie Grey,Apparel,1,76.99,6.5,0.18,2500,2719.46,4,10
36615,17340,F,California,25066,7-Apr-19,GGOEGAEC029116,Google Women's Short Sleeve Hero Tee Sky Blue,Apparel,1,18.99,6.5,0.18,2500,2719.46,4,10
36616,17340,F,California,25066,7-Apr-19,GGOEGAQB036016,Google Women's Fleece Hoodie,Apparel,1,55.99,6.5,0.18,2500,2719.46,4,10
36617,17340,F,California,25067,7-Apr-19,GGOEGAAB010516,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1,13.59,6.5,0.18,2500,2719.46,4,10
36618,17340,F,California,25067,7-Apr-19,GGOEGAAJ032816,Google Men's Long & Lean Tee Charcoal,Apparel,1,11.19,6.5,0.18,2500,2719.46,4,10
36619,17340,F,California,25067,7-Apr-19,GGOEGAAJ059116,Google Men's Short Sleeve Performance Badge Tee Pewter,Apparel,1,12.31,6.5,0.18,2500,2719.46,4,10
36620,17340,F,California,25067,7-Apr-19,GGOEGAAQ033916,Google Men's Vintage Badge Tee White,Apparel,1,10.63,6.5,0.18,2500,2719.46,4,10
36621,17340,F,California,25068,7-Apr-19,GGOEGADB056617,Men's Weatherblock Shell Jacket Black,Apparel,1,52.07,6.5,0.18,2500,2719.46,4,10
36622,17340,F,California,25068,7-Apr-19,GGOEGAPB057513,Women's Weatherblock Shell Jacket Black,Apparel,1,52.07,6.5,0.18,2500,2719.46,4,10
36623,12471,F,California,26231,22-Apr-19,GGOEAAAJ032416,Android Men's Short Sleeve Tri-blend Hero Tee Grey,Apparel,1,13.29,6,0.18,4000,1608.26,4,10
36624,12471,F,California,26238,22-Apr-19,GGOEGAEB027815,Google Women's Short Sleeve Hero Tee Black,Apparel,1,16.99,6,0.18,4000,1608.26,4,10
36625,12471,F,California,26242,22-Apr-19,GGOEGALB036514,Google Women's Scoop Neck Tee Black,Apparel,1,11.19,6,0.18,4000,1608.26,4,10
36626,12471,F,California,26242,22-Apr-19,GGOEGAQB036013,Google Women's Fleece Hoodie,Apparel,1,44.79,6,0.18,4000,1608.26,4,10
36627,17530,F,Chicago,26197,22-Apr-19,GGOEGAAJ080715,Google Men's Around The Block Short Sleeve Tee Ash,Apparel,1,13.99,6,0.18,4000,1608.26,4,10
36628,17530,F,Chicago,26197,22-Apr-19,GGOEGAAJ080716,Google Men's Around The Block Short Sleeve Tee Ash,Apparel,2,13.99,6,0.18,4000,1608.26,4,10
36629,17530,F,Chicago,26205,22-Apr-19,GGOEGAAL059015,Google Men's Short Sleeve Performance Badge Tee Navy,Apparel,1,17.59,6,0.18,4000,1608.26,4,10
36630,17530,F,Chicago,26205,22-Apr-19,GGOEGADJ056815,Google Men's Watershed Full Zip Hoodie Grey,Apparel,1,61.59,6,0.18,4000,1608.26,4,10
36631,17530,F,Chicago,26205,22-Apr-19,GGOEGAQB036014,Google Women's Fleece Hoodie,Apparel,1,44.79,6,0.18,4000,1608.26,4,10
36632,17530,F,Chicago,26209,22-Apr-19,GGOEAAEJ033414,Android Men's Long Sleeve Badge Crew Tee Heather,Apparel,1,24.49,6,0.18,4000,1608.26,4,10
36633,17530,F,Chicago,26209,22-Apr-19,GGOEGAAJ032814,Google Men's Long & Lean Tee Charcoal,Apparel,2,13.99,6,0.18,4000,1608.26,4,10
36634,17530,F,Chicago,26213,22-Apr-19,GGOEAAAB034914,Android BTTF Moonshot Graphic Tee,Apparel,1,15.99,6,0.18,4000,1608.26,4,10
36635,17530,F,Chicago,26213,22-Apr-19,GGOEGAAJ059114,Google Men's Short Sleeve Performance Badge Tee Pewter,Apparel,1,12.31,6,0.18,4000,1608.26,4,10
36636,17530,F,Chicago,26213,22-Apr-19,GGOEGAEB031514,Google 3/4 Sleeve Raglan Badge Henley Black,Apparel,1,16.23,6,0.18,4000,1608.26,4,10
36637,17530,F,Chicago,26213,22-Apr-19,GGOEGALB034114,Google Women's Vintage Hero Tee Black,Apparel,1,10.63,6,0.18,4000,1608.26,4,10
36638,17530,F,Chicago,26218,22-Apr-19,GGOEGAAQ010415,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1,16.99,6,0.18,4000,1608.26,4,10
36639,17530,F,Chicago,26218,22-Apr-19,GGOEGADJ059714,Google Men's Quilted Insulated Vest Battleship Grey,Apparel,1,52.49,6,0.18,4000,1608.26,4,10
36640,15805,M,Chicago,26226,22-Apr-19,GGOEGAAJ080615,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1,15.99,6,0.18,4000,1608.26,4,10
36641,15805,M,Chicago,26226,22-Apr-19,GGOEGAER029715,Google Women's Short Sleeve Hero Tee Red Heather,Apparel,1,15.19,6,0.18,4000,1608.26,4,10
36642,15805,M,Chicago,26226,22-Apr-19,GGOEGALP034314,Google Women's Vintage Hero Tee Lavender,Apparel,1,10.63,6,0.18,4000,1608.26,4,10
36643,15805,M,Chicago,26226,22-Apr-19,GGOEGAXJ065528,Google Toddler Short Sleeve T-shirt Grey,Apparel,1,9.51,6,0.18,4000,1608.26,4,10
36644,15805,M,Chicago,26227,22-Apr-19,GGOEAAAP081215,Android Men's Take Charge Short Sleeve Tee Purple,Apparel,1,13.99,6,0.18,4000,1608.26,4,10
36645,12471,F,California,26250,23-Apr-19,GGOEGAEJ031314,Google Tri-blend Hoodie Grey,Apparel,1,31.99,6,0.18,3500,3107.11,4,10
36646,12471,F,California,26260,23-Apr-19,GGOEGAYQ069026,Google Youth Short Sleeve Tee White,Apparel,1,15.19,6,0.18,3500,3107.11,4,10
36647,12471,F,California,26263,23-Apr-19,GGOEGAAB010516,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1,13.59,6,0.18,3500,3107.11,4,10
36648,12471,F,California,26263,23-Apr-19,GGOEGAAJ080616,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1,15.99,6,0.18,3500,3107.11,4,10
36649,12471,F,California,26264,23-Apr-19,GGOEGAAQ010417,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1,16.99,6,0.18,3500,3107.11,4,10
36650,12471,F,California,26264,23-Apr-19,GGOEGADJ059717,Google Men's Quilted Insulated Vest Battleship Grey,Apparel,1,52.49,6,0.18,3500,3107.11,4,10
36651,13418,F,New York,26276,23-Apr-19,GGOEGAWQ062949,Google Baby Essentials Set,Apparel,1,27.19,6,0.18,3500,3107.11,4,10
36652,13418,F,New York,26277,23-Apr-19,GGOEGAAJ080615,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1,15.99,6,0.18,3500,3107.11,4,10
36653,13418,F,New York,26280,23-Apr-19,GGOEGAAJ073415,Google Men's Short Sleeve Hero Tee Heather,Apparel,1,18.99,6,0.18,3500,3107.11,4,10
36654,17675,F,New York,26269,23-Apr-19,GGOEGAAJ080613,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1,19.99,6,0.18,3500,3107.11,4,10
36655,17675,F,New York,26271,23-Apr-19,GGOEGALB034117,Google Women's Vintage Hero Tee Black,Apparel,1,13.29,75,0.18,3500,3107.11,4,10
36656,17696,F,California,26271,23-Apr-19,GGOEGATB060417,Google Women's Quilted Insulated Vest Black,Apparel,1,74.99,75,0.18,3500,3107.11,4,10
36657,17076,M,New York,26287,23-Apr-19,GGOEGAAB058914,Google Men's Short Sleeve Performance Badge Tee Black,Apparel,1,17.59,6,0.18,3500,3107.11,4,10
36658,17076,M,New York,26287,23-Apr-19,GGOEGAAJ032314,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,1,15.19,6,0.18,3500,3107.11,4,10
36659,17076,M,New York,26287,23-Apr-19,GGOEGAEC033114,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,1,19.99,6,0.18,3500,3107.11,4,10
36660,15996,F,Chicago,25123,9-Apr-19,GGOEAAAL081117,Android Men's Pep Rally Short Sleeve Tee Navy,Apparel,1,11.19,6.5,0.18,3000,1740.91,4,10
36661,15996,F,Chicago,25123,9-Apr-19,GGOEAAAP081217,Android Men's Take Charge Short Sleeve Tee Purple,Apparel,1,11.19,6.5,0.18,3000,1740.91,4,10
36662,15996,F,Chicago,25123,9-Apr-19,GGOEGADB056917,Google Men's Performance Full Zip Jacket Black,Apparel,1,67.19,6.5,0.18,3000,1740.91,4,10
36663,15996,F,Chicago,25123,9-Apr-19,GGOEGAEC033117,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,1,19.99,6.5,0.18,3000,1740.91,4,10
36664,15996,F,Chicago,25125,9-Apr-19,GGOEGAAQ010417,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1,13.59,6.5,0.18,3000,1740.91,4,10
36665,15996,F,Chicago,25125,9-Apr-19,GGOEGADB059617,Google Men's Quilted Insulated Vest Black,Apparel,1,59.99,6.5,0.18,3000,1740.91,4,10
36666,15996,F,Chicago,25125,9-Apr-19,GGOEGALQ034214,Google Women's Vintage Hero Tee White,Apparel,1,15.19,6.5,0.18,3000,1740.91,4,10
36667,15996,F,Chicago,25125,9-Apr-19,GGOEGAXQ067129,Google Toddler Short Sleeve Tee White,Apparel,1,13.59,6.5,0.18,3000,1740.91,4,10
36668,15996,F,Chicago,25125,9-Apr-19,GGOEGAXQ067155,Google Toddler Short Sleeve Tee White,Apparel,1,13.59,6.5,0.18,3000,1740.91,4,10
36669,15996,F,Chicago,25127,9-Apr-19,GGOEGAAB010513,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1,16.99,6.5,0.18,3000,1740.91,4,10
36670,14030,F,California,25146,9-Apr-19,GGOEGATB060614,Google Women's Convertible Vest-Jacket Black,Apparel,1,79.19,16.85,0.18,3000,1740.91,4,10
36671,14030,F,California,25149,9-Apr-19,GGOEGAAJ032714,Google Men's Skater Tee Grey,Apparel,1,13.99,6.5,0.18,3000,1740.91,4,10
36672,14030,F,California,25150,9-Apr-19,GGOEGAAJ032613,Google Men's Short Sleeve Badge Tee Charcoal,Apparel,1,18.99,6.5,0.18,3000,1740.91,4,10
36673,14030,F,California,25150,9-Apr-19,GGOEGAFB035813,Google Men's  Zip Hoodie,Apparel,1,55.99,6.5,0.18,3000,1740.91,4,10
36674,16252,F,Chicago,25158,9-Apr-19,GGOEGAAL010613,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1,13.59,6.5,0.18,3000,1740.91,4,10
36675,16252,F,Chicago,25164,9-Apr-19,GGOEGAEQ027915,Google Women's Short Sleeve Hero Tee White,Apparel,1,16.99,6.5,0.18,3000,1740.91,4,10
36676,15311,F,Chicago,25832,18-Apr-19,GGOEGAEC029115,Google Women's Short Sleeve Hero Tee Sky Blue,Apparel,12,18.99,6,0.18,4000,1476.58,4,10
36677,15311,F,Chicago,25832,18-Apr-19,GGOEGAFB035813,Google Men's  Zip Hoodie,Apparel,75,55.99,6,0.18,4000,1476.58,4,10
36678,15311,F,Chicago,25832,18-Apr-19,GGOEGAFB035815,Google Men's  Zip Hoodie,Apparel,50,55.99,6,0.18,4000,1476.58,4,10
36679,15311,F,Chicago,25832,18-Apr-19,GGOEGAFB035816,Google Men's  Zip Hoodie,Apparel,75,55.99,6,0.18,4000,1476.58,4,10
36680,15311,F,Chicago,25832,18-Apr-19,GGOEGAYR068224,Google Youth Short Sleeve Tee Red,Apparel,12,18.99,6,0.18,4000,1476.58,4,10
36681,15311,F,Chicago,25832,18-Apr-19,GGOEGAYR068225,Google Youth Short Sleeve Tee Red,Apparel,8,18.99,6,0.18,4000,1476.58,4,10
36682,15311,F,Chicago,25832,18-Apr-19,GGOEGAYR068226,Google Youth Short Sleeve Tee Red,Apparel,6,18.99,6,0.18,4000,1476.58,4,10
36683,15311,F,Chicago,25832,18-Apr-19,GGOEGAYR068256,Google Youth Short Sleeve Tee Red,Apparel,15,18.99,6,0.18,4000,1476.58,4,10
36684,15311,F,Chicago,25832,18-Apr-19,GGOEYAYR068624,YouTube Youth Short Sleeve Tee Red,Apparel,6,18.99,6,0.18,4000,1476.58,4,10
36685,15311,F,Chicago,25832,18-Apr-19,GGOEYAYR068625,YouTube Youth Short Sleeve Tee Red,Apparel,6,18.99,6,0.18,4000,1476.58,4,10
36686,15311,F,Chicago,25832,18-Apr-19,GGOEYAYR068626,YouTube Youth Short Sleeve Tee Red,Apparel,6,18.99,6,0.18,4000,1476.58,4,10
36687,15311,F,Chicago,25833,18-Apr-19,GGOEAAXJ066228,Android Toddler Short Sleeve T-shirt Pewter,Apparel,36,16.99,6,0.18,4000,1476.58,4,10
36688,15311,F,Chicago,25833,18-Apr-19,GGOEAAXJ066229,Android Toddler Short Sleeve T-shirt Pewter,Apparel,12,16.99,6,0.18,4000,1476.58,4,10
36689,15311,F,Chicago,25833,18-Apr-19,GGOEAAXJ066230,Android Toddler Short Sleeve T-shirt Pewter,Apparel,18,16.99,6,0.18,4000,1476.58,4,10
36690,14766,M,New York,25891,18-Apr-19,GGOEGAAB010514,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1,16.99,12.99,0.18,4000,1476.58,4,10
